,Entity,Total,Hindu,Muslim,Christian,Sikh,Buddhist,Jain,Other/Unclassified,Unstated
0,State - PUDUCHERRY,1247953,1089409,75556,78550,297,451,1400,168,2122
1,District - Yanam,55626,53537,1191,873,3,1,4,4,13
2,District - Puducherry,950289,855294,32674,58328,245,366,1328,147,1907
3,District - Mahe,41816,27940,12856,958,3,21,14,3,21
4,District - Karaikal,200222,152638,28835,18391,46,63,54,14,181
