,Entity,Total,Hindu,Muslim,Christian,Sikh,Buddhist,Jain,Other/Unclassified,Unstated
0,State - SIKKIM,610577,352662,9867,60522,1868,167216,314,16300,1828
1,District - North  District,43709,14883,815,2660,816,23318,35,921,261
2,District - West District,136435,75286,965,13002,40,36390,20,10477,255
3,District - South District,146850,84583,1889,21462,151,35053,45,3176,491
4,District - East District,283583,177910,6198,23398,861,72455,214,1726,821
