,Entity,Total,Hindu,Muslim,Christian,Sikh,Buddhist,Jain,Other/Unclassified,Unstated
0,State - DAMAN & DIU,243247,220150,19277,2820,172,217,287,79,245
1,District - Diu,52074,48613,3190,202,3,1,43,0,22
2,District - Daman,191173,171537,16087,2618,169,216,244,79,223
