,Entity,Total,Hindu,Muslim,Christian,Sikh,Buddhist,Jain,Other/Unclassified,Unstated
0,State - CHANDIGARH,1055450,852574,51447,8720,138329,1160,1960,246,1014
1,District - Chandigarh,1055450,852574,51447,8720,138329,1160,1960,246,1014
