,Entity,Total,Hindu,Muslim,Christian,Sikh,Buddhist,Jain,Other/Unclassified,Unstated
0,State - ANDAMAN & NICOBAR ISLANDS,380581,264296,32413,80984,1286,338,31,564,669
1,District - Nicobars,36842,8681,1336,26077,343,119,0,248,38
2,District - North  & Middle Andaman,105597,81163,2165,21870,77,84,4,47,187
3,District - South Andaman,238142,174452,28912,33037,866,135,27,269,444
