,Entity,Total,Hindu,Muslim,Christian,Sikh,Buddhist,Jain,Other/Unclassified,Unstated
0,State - LAKSHADWEEP,64473,1788,62268,317,8,10,11,7,64
1,District - Lakshadweep,64473,1788,62268,317,8,10,11,7,64
